Attrition,Age,Gender,HourInWeek,Involvement,WorkLifeBalance,JobSatisfaction,ESOPs,OverTime,LastPromotion_log,NumCompaniesWorked_log,HomeToWork_log,WorkExperience_log,MonthlyIncome_log,SalaryHikelastYear_log,CurrentProfile_log,TravelProfile_Rarely,TravelProfile_Yes,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,MaritalStatus_Married,MaritalStatus_Single,EducationField_Engineer,EducationField_MBA,EducationField_Marketing Diploma,EducationField_Other,EducationField_Statistics,Department_Marketing,Department_Sales
1,20,1,39.0,4,1,4,0,1,0.6931471805599453,1.0986122886681098,3.2188758248682006,1.0986122886681098,9.804881948782006,2.995732273553991,0.6931471805599453,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1,35,0,67.0,3,3,3,1,1,1.3862943611198906,0.0,2.995732273553991,1.791759469228055,9.884049858643653,3.1780538303479458,1.0986122886681098,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,34,0,70.0,3,4,1,0,1,2.302585092994046,1.0986122886681098,1.3862943611198906,2.833213344056216,10.290754745109203,2.9444389791664403,2.6390573296152584,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
1,25,0,69.0,3,2,4,1,0,0.6931471805599453,1.0986122886681098,3.044522437723423,1.0986122886681098,9.80978108609582,2.995732273553991,0.6931471805599453,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,43,1,59.0,1,2,3,0,1,1.3862943611198906,2.0794415416798357,3.1354942159291497,2.1972245773362196,9.839482222560216,2.9444389791664403,1.3862943611198906,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,35,0,37.0,3,5,4,0,0,0.6931471805599453,1.791759469228055,1.3862943611198906,2.3978952727983707,9.874367653962276,2.833213344056216,1.0986122886681098,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
0,50,1,80.0,4,5,2,0,0,0.6931471805599453,1.9459101490553132,2.4849066497880004,3.044522437723423,10.146316077166736,3.044522437723423,1.3862943611198906,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0,38,1,52.0,3,3,2,0,0,0.6931471805599453,2.302585092994046,3.2188758248682006,2.3978952727983707,9.940108735991773,2.995732273553991,1.0986122886681098,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1,34,1,66.0,5,4,3,1,1,0.0,0.6931471805599453,2.1972245773362196,2.302585092994046,9.955842782870056,3.4011973816621555,1.9459101490553132,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
0,36,0,59.0,3,1,3,0,0,0.0,0.6931471805599453,1.791759469228055,0.6931471805599453,9.759559443729044,3.2188758248682006,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,57,1,53.0,2,4,2,1,1,0.6931471805599453,1.3862943611198906,3.258096538021482,2.5649493574615367,10.103976413285531,3.091042453358316,1.6094379124341003,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
0,30,1,61.0,3,4,3,0,0,0.6931471805599453,1.0986122886681098,2.6390573296152584,1.0986122886681098,9.833226019495461,2.8903717578961645,0.6931471805599453,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
1,36,0,59.0,4,4,4,0,0,0.6931471805599453,1.0986122886681098,2.4849066497880004,1.0986122886681098,9.756262832779603,2.9444389791664403,0.6931471805599453,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,40,1,78.0,4,1,4,0,0,2.4849066497880004,0.6931471805599453,0.6931471805599453,3.1354942159291497,10.257799707285672,3.332204510175204,2.4849066497880004,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,31,1,67.0,1,3,2,1,0,1.0986122886681098,0.0,2.302585092994046,1.3862943611198906,9.78650419705031,2.8903717578961645,1.0986122886681098,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
0,43,1,62.0,3,3,2,1,1,1.6094379124341003,0.6931471805599453,3.332204510175204,3.258096538021482,10.335286202596134,2.8903717578961645,2.5649493574615367,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,39,1,64.0,4,5,2,1,1,1.3862943611198906,0.6931471805599453,2.9444389791664403,2.6390573296152584,10.22234120367599,3.044522437723423,2.3978952727983707,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1,32,0,41.0,3,3,5,1,0,0.0,2.0794415416798357,2.3978952727983707,2.3978952727983707,9.862717639992917,3.332204510175204,1.6094379124341003,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,34,1,62.0,1,1,3,1,0,1.6094379124341003,0.6931471805599453,2.302585092994046,2.3978952727983707,9.98966524877718,3.295836866004329,2.1972245773362196,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
1,32,1,52.0,4,4,4,0,1,1.0986122886681098,2.0794415416798357,1.3862943611198906,2.0794415416798357,10.122944315992342,2.8903717578961645,1.0986122886681098,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0,36,1,79.0,1,3,4,0,0,1.0986122886681098,0.6931471805599453,3.1354942159291497,2.70805020110221,9.742673052026605,3.1780538303479458,2.6390573296152584,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,34,1,52.0,1,1,3,0,0,0.6931471805599453,1.0986122886681098,2.302585092994046,1.9459101490553132,9.873286043803006,2.8903717578961645,1.0986122886681098,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,36,1,59.0,3,1,5,0,0,0.0,1.3862943611198906,1.3862943611198906,1.3862943611198906,9.759790377278941,2.9444389791664403,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,29,0,45.0,4,5,5,0,0,1.3862943611198906,0.6931471805599453,3.2188758248682006,2.4849066497880004,10.013999775333557,2.9444389791664403,2.3978952727983707,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,42,1,42.0,5,5,4,0,0,2.5649493574615367,1.0986122886681098,2.6390573296152584,3.044522437723423,10.005683064850798,2.995732273553991,2.3978952727983707,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
0,44,0,53.0,1,1,1,1,1,2.4849066497880004,1.3862943611198906,3.4011973816621555,3.1780538303479458,10.25135885791871,3.1780538303479458,2.4849066497880004,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,32,1,62.0,4,3,3,1,1,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,9.837935184295892,2.995732273553991,1.3862943611198906,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,26,1,57.0,3,5,3,1,0,2.0794415416798357,0.6931471805599453,0.6931471805599453,2.1972245773362196,9.918228370857626,3.1354942159291497,2.0794415416798357,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
0,26,1,69.0,3,3,1,1,0,1.0986122886681098,1.6094379124341003,3.1354942159291497,2.1972245773362196,9.886849911383104,2.8903717578961645,1.3862943611198906,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,34,0,44.0,4,4,1,0,0,1.0986122886681098,0.6931471805599453,1.3862943611198906,2.0794415416798357,10.04107321548869,3.044522437723423,1.791759469228055,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,29,1,63.0,4,5,3,0,0,0.0,0.6931471805599453,1.6094379124341003,2.3978952727983707,10.20121896084091,3.1780538303479458,2.0794415416798357,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,35,1,55.0,3,5,4,1,0,1.0986122886681098,1.0986122886681098,2.6390573296152584,1.0986122886681098,9.798626911919953,3.044522437723423,0.6931471805599453,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,21,1,56.0,3,4,2,0,1,0.6931471805599453,1.0986122886681098,2.5649493574615367,1.3862943611198906,9.815966955006633,3.044522437723423,1.3862943611198906,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
0,44,0,55.0,3,5,5,1,0,0.6931471805599453,2.302585092994046,3.4339872044851463,2.995732273553991,10.196940441748334,2.8903717578961645,1.0986122886681098,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0,37,0,72.0,3,1,3,1,1,2.3978952727983707,1.3862943611198906,3.295836866004329,2.772588722239781,9.875602349046593,3.044522437723423,2.0794415416798357,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,39,1,72.0,3,2,5,1,1,0.6931471805599453,2.1972245773362196,3.4965075614664802,2.9444389791664403,10.028974172577543,3.044522437723423,0.6931471805599453,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,41,1,80.0,3,3,3,0,1,0.0,1.3862943611198906,3.2188758248682006,3.091042453358316,10.002563360726816,3.091042453358316,1.0986122886681098,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
0,30,0,54.0,3,3,5,0,0,1.0986122886681098,1.791759469228055,1.9459101490553132,2.1972245773362196,9.809451560609533,2.995732273553991,2.1972245773362196,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,40,1,67.0,4,5,4,1,0,0.0,1.0986122886681098,2.4849066497880004,2.4849066497880004,10.11480140809676,2.8903717578961645,0.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,41,0,56.0,3,4,5,0,0,1.0986122886681098,1.0986122886681098,2.8903717578961645,1.9459101490553132,9.9349862195955,3.091042453358316,1.3862943611198906,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
0,43,1,72.0,3,5,3,0,1,1.6094379124341003,1.3862943611198906,2.3978952727983707,2.3978952727983707,9.936922328622366,2.9444389791664403,2.0794415416798357,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,36,1,61.0,3,4,1,1,0,0.6931471805599453,1.0986122886681098,2.5649493574615367,1.0986122886681098,9.745780556506093,2.995732273553991,0.6931471805599453,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,32,0,39.0,3,1,2,1,0,2.0794415416798357,1.3862943611198906,1.6094379124341003,2.3978952727983707,10.171986805571136,3.044522437723423,2.0794415416798357,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
0,38,0,57.0,3,3,3,1,0,0.0,2.0794415416798357,1.791759469228055,2.0794415416798357,9.815038779351015,3.2188758248682006,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,52,1,65.0,4,1,3,0,0,2.4849066497880004,0.0,0.6931471805599453,3.3843902633457743,10.335286202596134,2.995732273553991,2.302585092994046,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
0,38,0,75.0,1,4,5,0,1,1.6094379124341003,1.9459101490553132,1.3862943611198906,2.8903717578961645,9.951372545256701,2.8903717578961645,2.5649493574615367,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
0,27,1,73.0,3,4,4,1,1,0.6931471805599453,0.0,0.6931471805599453,2.302585092994046,9.96880701865677,2.9444389791664403,1.6094379124341003,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,52,1,78.0,3,4,5,0,1,1.9459101490553132,1.3862943611198906,2.0794415416798357,2.9444389791664403,9.931977822935755,2.8903717578961645,2.302585092994046,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
1,31,1,76.0,5,1,3,0,1,2.0794415416798357,1.6094379124341003,2.0794415416798357,2.302585092994046,9.960482064055936,3.1780538303479458,2.0794415416798357,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,26,1,63.0,3,3,5,1,0,0.6931471805599453,1.9459101490553132,1.9459101490553132,2.0794415416798357,9.905086273899824,2.995732273553991,1.3862943611198906,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,32,1,57.0,3,4,1,0,1,0.0,0.6931471805599453,2.302585092994046,0.6931471805599453,9.786728991925932,3.4011973816621555,0.6931471805599453,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,53,1,57.0,4,1,4,1,0,2.1972245773362196,1.3862943611198906,2.4849066497880004,2.5649493574615367,9.949511990847407,3.091042453358316,2.1972245773362196,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,24,1,65.0,1,2,5,0,1,0.6931471805599453,1.0986122886681098,2.302585092994046,1.0986122886681098,9.775767810933758,3.332204510175204,0.6931471805599453,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
1,31,1,59.0,1,4,5,1,0,0.0,0.0,2.995732273553991,1.0986122886681098,9.795735290041899,3.1354942159291497,0.0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0,36,1,59.0,3,4,1,0,0,0.6931471805599453,0.6931471805599453,2.833213344056216,1.9459101490553132,9.760828918798548,3.2188758248682006,1.791759469228055,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
0,33,1,35.0,3,2,1,1,1,2.1972245773362196,1.0986122886681098,1.3862943611198906,2.3978952727983707,10.006179510759674,3.367295829986474,2.302585092994046,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,43,1,72.0,3,4,3,0,1,1.6094379124341003,1.3862943611198906,2.3978952727983707,2.3978952727983707,9.936922328622366,2.9444389791664403,2.0794415416798357,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,44,0,73.0,3,4,2,1,0,0.0,0.6931471805599453,2.833213344056216,2.3978952727983707,10.042336034354935,3.044522437723423,1.791759469228055,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,32,1,76.0,3,3,5,0,0,1.0986122886681098,0.6931471805599453,2.1972245773362196,2.4849066497880004,10.163425799678814,3.258096538021482,2.1972245773362196,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,40,1,48.0,4,3,5,1,1,0.6931471805599453,1.791759469228055,1.9459101490553132,3.044522437723423,10.145492111491256,3.295836866004329,2.5649493574615367,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1,34,1,60.0,3,5,1,1,1,0.6931471805599453,1.9459101490553132,2.8903717578961645,2.302585092994046,9.82211479407039,2.995732273553991,1.791759469228055,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,48,1,54.0,5,4,3,1,0,2.772588722239781,2.1972245773362196,2.5649493574615367,3.295836866004329,10.272876332061601,2.8903717578961645,2.4849066497880004,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
0,28,1,74.0,3,2,4,1,0,0.0,0.6931471805599453,2.4849066497880004,0.6931471805599453,9.683651026979414,3.332204510175204,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,29,1,52.0,3,2,1,1,1,0.6931471805599453,0.6931471805599453,2.1972245773362196,1.9459101490553132,9.981559087956283,2.833213344056216,0.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,32,0,68.0,4,5,5,1,0,1.0986122886681098,1.0986122886681098,3.332204510175204,2.4849066497880004,10.035085827892875,3.044522437723423,2.302585092994046,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,29,0,51.0,3,2,4,0,0,0.6931471805599453,1.791759469228055,2.70805020110221,2.0794415416798357,9.9410723128634,2.833213344056216,0.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
0,36,0,33.0,4,5,3,1,0,0.6931471805599453,0.0,0.6931471805599453,1.6094379124341003,9.871738854221547,3.044522437723423,1.0986122886681098,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,33,0,78.0,3,5,5,0,0,0.6931471805599453,1.0986122886681098,1.791759469228055,1.0986122886681098,9.843100402521033,2.9444389791664403,1.3862943611198906,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
0,34,1,40.0,4,4,2,1,0,0.0,1.3862943611198906,1.6094379124341003,1.9459101490553132,9.79701530802561,3.1354942159291497,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,24,0,55.0,3,4,3,0,1,0.6931471805599453,0.6931471805599453,2.1972245773362196,1.9459101490553132,9.791829470993246,3.091042453358316,1.0986122886681098,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
0,31,1,48.0,3,1,2,0,0,0.6931471805599453,1.3862943611198906,2.1972245773362196,2.3978952727983707,9.94826969530802,3.332204510175204,2.0794415416798357,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,49,1,55.0,4,3,3,1,0,0.0,1.0986122886681098,1.791759469228055,3.1780538303479458,10.335286202596134,2.9444389791664403,0.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
0,30,1,32.0,4,3,2,0,0,1.3862943611198906,0.6931471805599453,2.5649493574615367,1.791759469228055,9.90268723236536,3.1780538303479458,1.3862943611198906,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,29,0,61.0,3,1,3,0,0,1.0986122886681098,1.6094379124341003,2.6390573296152584,2.4849066497880004,9.886392257107492,2.995732273553991,2.1972245773362196,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
1,29,0,52.0,5,3,4,0,0,1.0986122886681098,0.6931471805599453,2.302585092994046,1.0986122886681098,9.784760321267326,2.9444389791664403,1.0986122886681098,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
0,25,0,80.0,3,3,4,0,0,0.6931471805599453,1.0986122886681098,2.833213344056216,1.0986122886681098,9.800014144059851,2.995732273553991,0.6931471805599453,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1,41,0,49.0,3,3,3,0,0,2.772588722239781,0.6931471805599453,2.6390573296152584,3.1780538303479458,10.335286202596134,2.8903717578961645,2.1972245773362196,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
0,32,1,66.0,3,5,4,1,0,0.0,0.6931471805599453,0.6931471805599453,2.302585092994046,9.96274653641105,3.1354942159291497,2.302585092994046,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
0,35,0,61.0,1,4,3,1,0,0.6931471805599453,0.6931471805599453,3.1780538303479458,1.3862943611198906,9.830163888117285,3.1780538303479458,0.6931471805599453,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
0,28,0,57.0,4,5,5,1,0,0.6931471805599453,2.302585092994046,2.3978952727983707,2.3978952727983707,10.03504199227643,3.044522437723423,2.1972245773362196,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,30,0,30.0,4,3,3,0,0,0.6931471805599453,0.6931471805599453,1.9459101490553132,2.302585092994046,9.957928388214375,2.9444389791664403,1.0986122886681098,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
1,31,1,66.0,4,2,5,1,0,2.0794415416798357,1.0986122886681098,1.6094379124341003,2.4849066497880004,10.154829758209017,2.8903717578961645,2.1972245773362196,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
0,32,1,80.0,1,1,4,0,1,0.0,0.0,1.9459101490553132,2.0794415416798357,9.814601692527686,2.8903717578961645,1.791759469228055,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,31,1,57.0,3,1,4,1,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,9.770070439095777,3.1354942159291497,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
0,43,1,37.0,3,5,5,0,1,1.0986122886681098,2.0794415416798357,3.091042453358316,2.3978952727983707,9.971660087639178,3.1780538303479458,1.3862943611198906,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
